category,feature,status,evidence,files,tables,works,gap,risk,solution,priority
"20 Performance","Large question loads","PARTIAL","E03: Teacher workflow source; TeacherOnlineExamTest; runtime-probes.json / E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E13: Notifier/scheduler source; OnlineExamRemindersTest; SMTP unconfigured in live runtime","app/Http/Controllers/OnlineExamController.php:455-1138,1816-1850; resources/views/teacher/online_exam/; app/Http/Requests/OnlineExam/UpdateOnlineExamRequest.php:23 / app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Support/OnlineExams/{OnlineExamAnnouncementNotifier,OnlineExamResultNotifier}.php; app/Console/Commands/{SendOnlineExamStartReminders,SendOnlineExamResultEmails}.php; app/Console/Kernel.php; app/Mail/ApplicantNotificationEmail.php","online_exams; online_exam_questions; teacher_permissions; teacher_programme_assignments; subjects / online_exams; online_exam_questions; online_exam_submissions; enrollment; users / online_exam_notifications; online_exam_submissions; global_settings; users; enrollment","Some staff pagination; teacher picker capped 150.","Take loads full paper; admin bank picker get-all; show loads all attempts; mail gets full audience.","Memory/latency and incomplete selection.","Bounded search/cursor pagination; benchmark realistic paper/cohort sizes.","HIGH"
"20 Performance","Large question banks","PARTIAL","E03: Teacher workflow source; TeacherOnlineExamTest; runtime-probes.json / E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E13: Notifier/scheduler source; OnlineExamRemindersTest; SMTP unconfigured in live runtime","app/Http/Controllers/OnlineExamController.php:455-1138,1816-1850; resources/views/teacher/online_exam/; app/Http/Requests/OnlineExam/UpdateOnlineExamRequest.php:23 / app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Support/OnlineExams/{OnlineExamAnnouncementNotifier,OnlineExamResultNotifier}.php; app/Console/Commands/{SendOnlineExamStartReminders,SendOnlineExamResultEmails}.php; app/Console/Kernel.php; app/Mail/ApplicantNotificationEmail.php","online_exams; online_exam_questions; teacher_permissions; teacher_programme_assignments; subjects / online_exams; online_exam_questions; online_exam_submissions; enrollment; users / online_exam_notifications; online_exam_submissions; global_settings; users; enrollment","Some staff pagination; teacher picker capped 150.","Take loads full paper; admin bank picker get-all; show loads all attempts; mail gets full audience.","Memory/latency and incomplete selection.","Bounded search/cursor pagination; benchmark realistic paper/cohort sizes.","HIGH"
"20 Performance","Large classes","PARTIAL","E03: Teacher workflow source; TeacherOnlineExamTest; runtime-probes.json / E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E13: Notifier/scheduler source; OnlineExamRemindersTest; SMTP unconfigured in live runtime","app/Http/Controllers/OnlineExamController.php:455-1138,1816-1850; resources/views/teacher/online_exam/; app/Http/Requests/OnlineExam/UpdateOnlineExamRequest.php:23 / app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Support/OnlineExams/{OnlineExamAnnouncementNotifier,OnlineExamResultNotifier}.php; app/Console/Commands/{SendOnlineExamStartReminders,SendOnlineExamResultEmails}.php; app/Console/Kernel.php; app/Mail/ApplicantNotificationEmail.php","online_exams; online_exam_questions; teacher_permissions; teacher_programme_assignments; subjects / online_exams; online_exam_questions; online_exam_submissions; enrollment; users / online_exam_notifications; online_exam_submissions; global_settings; users; enrollment","Some staff pagination; teacher picker capped 150.","Take loads full paper; admin bank picker get-all; show loads all attempts; mail gets full audience.","Memory/latency and incomplete selection.","Bounded search/cursor pagination; benchmark realistic paper/cohort sizes.","HIGH"
"20 Performance","Simultaneous exam starts","PARTIAL","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E14: Live SHOW CREATE TABLE/SHOW INDEX inspection versus migrations/test schema","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / docs/online-exams-audit/live-schema.json; database/migrations/*online_exam*.php; database/migrations/2026_07_02_125458_create_question_banks_table.php; tests/Feature/Support/OnlineExamTestHelper.php","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / all seven exam/question-bank tables","Exam row lock prevents conflicting allocation.","Serializes all candidates on one exam row; MariaDB load not run.","Start bottleneck/deadlocks at scale.","Load test then candidate-scoped lock/unique allocation design.","HIGH"
"20 Performance","Transaction safety","PARTIAL","E07: Client dirty-state/save/submit trace; server security tests / E09: Marking/finalization trace; both runtime probe artifacts / E14: Live SHOW CREATE TABLE/SHOW INDEX inspection versus migrations/test schema","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / app/Http/Controllers/OnlineExamController.php:1046-1138,1548-1588,1604-1814; app/Http/Requests/OnlineExam/{SubmitOnlineExamRequest,ManualMarkAnswerRequest}.php; resources/views/student/online_exam/take.blade.php:144-149 / docs/online-exams-audit/live-schema.json; database/migrations/*online_exam*.php; database/migrations/2026_07_02_125458_create_question_banks_table.php; tests/Feature/Support/OnlineExamTestHelper.php","online_exam_answers; online_exam_submissions / online_exam_submissions; online_exam_answers; online_exam_questions / all seven exam/question-bank tables","Locked save/finalize and transactional operations.","Start vs edit/delete checks, concurrent manual totals and notification races remain.","Integrity failures under overlapping requests.","Unified lock order and invariants checked under lock; concurrency tests.","HIGH"
"20 Performance","Database locking","PARTIAL","E07: Client dirty-state/save/submit trace; server security tests / E09: Marking/finalization trace; both runtime probe artifacts / E14: Live SHOW CREATE TABLE/SHOW INDEX inspection versus migrations/test schema","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / app/Http/Controllers/OnlineExamController.php:1046-1138,1548-1588,1604-1814; app/Http/Requests/OnlineExam/{SubmitOnlineExamRequest,ManualMarkAnswerRequest}.php; resources/views/student/online_exam/take.blade.php:144-149 / docs/online-exams-audit/live-schema.json; database/migrations/*online_exam*.php; database/migrations/2026_07_02_125458_create_question_banks_table.php; tests/Feature/Support/OnlineExamTestHelper.php","online_exam_answers; online_exam_submissions / online_exam_submissions; online_exam_answers; online_exam_questions / all seven exam/question-bank tables","Locked save/finalize and transactional operations.","Start vs edit/delete checks, concurrent manual totals and notification races remain.","Integrity failures under overlapping requests.","Unified lock order and invariants checked under lock; concurrency tests.","HIGH"
"20 Performance","Race-condition protection","PARTIAL","E07: Client dirty-state/save/submit trace; server security tests / E09: Marking/finalization trace; both runtime probe artifacts / E14: Live SHOW CREATE TABLE/SHOW INDEX inspection versus migrations/test schema","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / app/Http/Controllers/OnlineExamController.php:1046-1138,1548-1588,1604-1814; app/Http/Requests/OnlineExam/{SubmitOnlineExamRequest,ManualMarkAnswerRequest}.php; resources/views/student/online_exam/take.blade.php:144-149 / docs/online-exams-audit/live-schema.json; database/migrations/*online_exam*.php; database/migrations/2026_07_02_125458_create_question_banks_table.php; tests/Feature/Support/OnlineExamTestHelper.php","online_exam_answers; online_exam_submissions / online_exam_submissions; online_exam_answers; online_exam_questions / all seven exam/question-bank tables","Locked save/finalize and transactional operations.","Start vs edit/delete checks, concurrent manual totals and notification races remain.","Integrity failures under overlapping requests.","Unified lock order and invariants checked under lock; concurrency tests.","HIGH"
"20 Performance","Indexes","PARTIAL","E14: Live SHOW CREATE TABLE/SHOW INDEX inspection versus migrations/test schema","docs/online-exams-audit/live-schema.json; database/migrations/*online_exam*.php; database/migrations/2026_07_02_125458_create_question_banks_table.php; tests/Feature/Support/OnlineExamTestHelper.php","all seven exam/question-bank tables","Answer pair/notification type unique and some single/composite indexes.","Attempt tuple not unique; expiry/audience/order indexes and all exam FKs absent.","Slow queries/orphans/duplicate logical attempts.","Add proven indexes/constraints only after compatibility preflight.","HIGH"
"20 Performance","Unique constraints","PARTIAL","E14: Live SHOW CREATE TABLE/SHOW INDEX inspection versus migrations/test schema","docs/online-exams-audit/live-schema.json; database/migrations/*online_exam*.php; database/migrations/2026_07_02_125458_create_question_banks_table.php; tests/Feature/Support/OnlineExamTestHelper.php","all seven exam/question-bank tables","Answer pair/notification type unique and some single/composite indexes.","Attempt tuple not unique; expiry/audience/order indexes and all exam FKs absent.","Slow queries/orphans/duplicate logical attempts.","Add proven indexes/constraints only after compatibility preflight.","HIGH"
"20 Performance","Exam-specific caching","MISSING","E13: Notifier/scheduler source; OnlineExamRemindersTest; SMTP unconfigured in live runtime / E20: Filename + concept search and connected path inspection","app/Support/OnlineExams/{OnlineExamAnnouncementNotifier,OnlineExamResultNotifier}.php; app/Console/Commands/{SendOnlineExamStartReminders,SendOnlineExamResultEmails}.php; app/Console/Kernel.php; app/Mail/ApplicantNotificationEmail.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_notifications; online_exam_submissions; global_settings; users; enrollment / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Cache immutable versioned paper reads, not mutable attempt state; queue post-commit notifications.","MEDIUM"
